title,year,budget,length,rating,votes
Sins of Jezebel,1953,100000,74,5,9
Sins of the Fleshapoids,1965,1000,40,7,13
Sirota kazanskaya,1997,800000,82,6,44
Sisters,1973,500000,92,6,991
Six Days Seven Nights,1998,70000000,101,5,10697
Sixteen Candles,1984,6500000,93,6,8246
Skeletons,1996,2200000,87,5,113
Skeletons in the Closet,2000,1500000,86,5,228
Skullduggery,1970,4500000,105,4,63
Sky Captain and the World of Tomorrow,2004,40000000,106,6,9192
Slacker,1991,23000,97,6,1974
Slackers,2002,11000000,86,4,2561
Slam,1998,1000000,100,7,545
Slashers,2001,165000,99,5,195
Sleepaway Camp,1983,350000,88,5,1023
Sleeper,1973,2000000,89,7,5275
Sleepers,1996,44000000,147,7,16783
Sleeping Beauty,1959,6000000,75,7,5490
Sleepless in Seattle,1993,21000000,105,6,18353
Sleepwalk,2000,100000,98,5,47
Sleepy Hollow,1999,65000000,105,7,36587
Slums of Beverly Hills,1998,5000000,91,6,2783
Small Soldiers,1998,40000000,108,5,6521
Small Time Crooks,2000,18000000,94,6,5876
Smoke,1995,7000000,112,7,7817
Smoke Signals,1998,2000000,88,7,2573
Snake Eyes,1998,73000000,98,5,11553
Snitch,1998,11000000,93,5,392
Snow Day,2000,13000000,89,4,1558
Snow Dogs,2002,35000000,99,5,2228
Snow Falling on Cedars,1999,36000000,127,6,4336
Snow White and the Seven Dwarfs,1937,1488000,83,7,13546
Snow White and the Three Stooges,1961,3500000,107,3,164
So Ends Our Night,1941,401000,117,7,41
Social Intercourse,1998,15000,90,4,79
Soft for Digging,2001,6000,74,6,68
Solar Crisis,1990,55000000,112,3,369
Solaris,2002,47000000,99,6,10976
Soldier,1998,75000000,98,5,5294
Soliloquy,2001,3000,29,7,12
Solomon and Sheba,1959,5000000,141,5,226
Solstice,1994,130000,48,5,9
Some Like It Hot,1959,2883848,120,8,24167
Something to Sing About,1937,900000,93,5,73
Something Weird,1967,35000,80,3,53
Something Wicked This Way Comes,1983,19000000,95,6,1227
Somewhere in Time,1980,5100000,103,6,3667
Song jia huang chao,1997,50000000,140,6,141
Songcatcher,2000,1800000,109,7,864
Sorcerer,1977,22000000,121,7,683
Sorority Boys,2002,12000000,93,5,2227
Sorority House Vampires,1998,50000,86,1,81
Sorte Nula,2004,150000,85,7,106
Soul Assassin,2001,7000000,96,3,356
Soul Food,1997,7500000,114,6,1103
Soul Plane,2004,16000000,86,3,1913
Soul Survivors,2001,14000000,84,3,2183
South Pacific,1958,6000000,171,6,1230
Space Cowboys,2000,65000000,130,6,11195
Space Jam,1996,80000000,87,5,7480
Space Truckers,1996,25000000,95,4,1389
Spaceballs,1987,22700000,96,6,18829
Spaced Invaders,1990,3000000,100,4,591
Spaceman,1997,50000,88,4,66
Spanking the Monkey,1994,200000,100,6,1297
Sparrows,1926,463455,84,7,110
Spartacus,1960,12000000,184,8,16133
Spawn,1997,40000000,96,4,7139
Spawn of the Slithis,1978,100000,86,2,86
Species,1995,35000000,108,5,8534
Speed,1994,28000000,116,7,31458
Speedway,1968,1500000,94,4,215
Spellbound,1945,1696377,111,7,4781
Spelling Bee,2004,20000,13,8,5
Sphere,1998,80000000,134,5,12294
Spice World,1997,25000000,93,2,8071
Spider,2002,8000000,98,6,4821
Spiders,2000,2000000,94,3,478
Spies Like Us,1985,22000000,102,5,6152
Splash,1984,8000000,111,6,8992
Split Second,1992,7000000,90,5,1047
Spring Fever,1982,4300000,100,4,22
Spring Forward,1999,2000000,110,7,295
Spudmonkey,2001,1100000,88,7,7
Spun,2002,2800000,101,6,3387
Spy Game,2001,92000000,126,7,15664
Spy Hard,1996,18000000,81,4,4418
Spy Kids,2001,35000000,88,6,6987
Squeeze,1997,155000,102,4,53
SSSSSSS,1973,1300000,99,4,366
Stacey,1973,100000,81,6,10
Stag,1997,3000000,91,5,278
Stage Door,1937,952000,92,7,980
Stagecoach,1939,531300,96,8,5387
Stakeout on Dope Street,1958,35000,89,7,8
Stand by Me,1986,8000000,89,7,29073
Standing by Yourself,2002,1000,65,8,7
Stanley and Livingstone,1939,2000000,101,7,167
Star Kid,1997,12000000,101,5,251
Star of Midnight,1935,280000,90,6,80
Star Wars,1977,11000000,121,8,128934
Stardust Memories,1980,10000000,91,6,2031
Stargate,1994,55000000,121,6,16637
Starman,1984,24000000,115,6,5279
Starship Troopers,1997,95000000,129,6,31229
State of the Union,1948,2600000,124,7,424
Stationery Games,2002,2500,37,6,7
Stealing Harvard,2002,25000000,82,4,2360
Steamboat Willie,1928,4986,8,7,358
Steamboy,2004,20000000,126,6,132
Steel,1997,16000000,97,2,1540
Stepmom,1998,50000000,124,6,7083
Stereo,1969,3500,65,5,76
Stigmata,1999,32000000,103,6,13344
Stir of Echoes,1999,13000000,99,7,11103
Stolen Summer,2002,1500000,91,6,734
Strange Days,1995,42000000,145,6,11462
Strange Interlude,1932,408000,109,5,88
Strangeland,1998,2000000,85,4,1103
Stranger on the Third Floor,1940,171200,64,6,204
Stranger Than Paradise,1983,90000,89,7,2709
Strangers on a Train,1951,1200000,101,8,10080
Straw Dogs,1971,3251794,118,7,4353
Street Pirates,1994,650000,94,8,103
Street Scene,1931,584000,80,7,138
Streets of Fire,1984,14500000,93,6,1758
Strike Up the Band,1940,838661,120,6,129
Stripes,1981,10000000,106,6,6978
Striporama,1953,40000,70,8,12
Striptease,1996,50000000,115,3,7636
Stuart Little,1999,103000000,84,6,7549
Sub terra,2003,1200000,105,7,50
Submarine,1928,150000,93,6,17
Suburbia,1984,1000000,94,6,457
Sugar Town,1999,250000,92,5,298
Suicide Kings,1997,5000000,106,6,5746
Sumas y restas,2004,1500000,108,6,6
Summer Catch,2001,17000000,108,4,2432
Summer Holiday,1948,2258325,93,5,55
Summer of Sam,1999,22000000,142,6,7773
Sunday,1997,450000,91,7,240
Sunshine State,2002,5600000,141,7,1423
Super Troopers,2001,3000000,100,6,7083
Supergirl,1984,35000000,124,4,3347
Superman,1941,100000,10,7,134
Superman,1978,55000000,143,7,17286
Superman II,1980,54000000,127,6,10458
Superstar,1999,14000000,81,4,2712
Supervixens,1975,250000,106,6,476
Surface Calm,2001,15000,18,5,19
Surviving Picasso,1996,16000000,125,6,1076
Suspended Animation,2001,1900000,114,5,61
Suzy,1936,614000,93,6,138
Swamp Thing,1982,3000000,91,5,1109
Sweepers,1999,12500000,96,3,260
Sweet Angel Mine,1996,5000000,88,5,114
Sweet Charity,1969,20000000,149,6,598
Sweet Hideaway,2003,350000,96,1,13
Sweet Home Alabama,2002,38000000,108,5,9321
Sweet November,2001,40000000,119,5,5027
Swept Away,2002,10000000,89,3,1899
Swimfan,2002,8500000,85,4,3640
Swimming with Sharks,1994,700000,101,7,4639
Swing Time,1936,886000,103,7,1048
Swingers,1996,200000,96,7,15161
Swiri,1999,5000000,125,6,1558
Switchback,1997,38000000,118,6,2073
Switchblade Sisters,1975,320000,91,5,384
Swoon,1992,250000,82,7,279
Swordfish,2001,80000000,99,6,19141
Swordswallowers and Thin Men,2003,2500,105,8,6
Sylvia Scarlett,1935,1000000,95,5,387
Symphony of Six Million,1932,270000,94,5,56
Sztuka spadania,2004,100000,6,8,34
Tabu,1931,150000,84,7,288
Tadpole,2002,150000,78,6,1650
Take a Giant Step,1959,300000,100,5,5
Take Me Out to the Ball Game,1949,1725970,93,6,361
Take the Money and Run,1969,1500000,85,7,2848
Tales from the Hood,1995,6000000,98,5,492
Talk Radio,1988,4000000,110,6,1963
Talk to Taka,2000,100000,12,3,37
Tall Tale,1995,32000000,98,4,349
Tang shan da xiong,1971,100000,115,6,1324
Tank Girl,1995,25000000,104,4,4130
Taras Bulba,1962,7000000,124,5,383
Target Earth,1954,85000,75,5,99
Targets,1968,130000,90,7,725
Tart,2001,3300000,94,4,671
Tarzan,1999,150000000,88,7,10212
Tarzan and His Mate,1934,1279000,104,7,406
Tarzan and the Mermaids,1948,1000000,68,5,99
Taxi Driver,1976,1300000,113,8,44908
Tea with Mussolini,1999,12000000,117,6,2596
Tears of the Sun,2003,70000000,121,6,7727
Teen Wolf Too,1987,3000000,95,2,2111
Teenage Cave Man,1958,70000,65,3,163
Teenage Monster,1958,57000,65,3,55
Teenage Mutant Ninja Turtles,1990,13500000,93,5,6426
Teenage Thunder,1957,46000,78,4,6
Tell Me That You Love Me,1983,1000000,91,3,5
Tell Them Johnny Wadd Is Here,1975,12000,74,5,23
Telling Lies in America,1997,4000000,101,6,605
Temporary Girl,1998,250000,90,7,18
Ten to Chi to,1990,42000000,215,6,229
Terminal USA,1993,365000,54,6,35
Terror in a Texas Town,1958,80000,80,6,104
Terror Tract,2000,11000000,96,5,268
Terror Train,1980,3500000,97,5,520
Tevya,1939,70000,93,6,44
Texas Rangers,2001,38000000,90,5,879
That Little Monster,1994,30000,56,6,62
Thaw,2000,15000,14,8,6
Theodore Rex,1995,33000000,92,2,531
There Goes My Baby,1994,10500000,99,6,236
They,2002,17000000,89,4,2397
They Call Him Sasquatch,2003,1000000,100,6,9
They Died with Their Boots On,1941,2200000,140,7,631
They Drive by Night,1940,500000,95,7,601
They Live,1988,4000000,93,6,4787
Thief of Hearts,1984,9000000,100,5,350
Thieves Like Us,1974,800000,123,6,285
Thirteen,2003,1500000,100,7,7652
Thirteen Conversations About One Thing,2001,3000000,104,7,2714
Thirteen Days,2000,80000000,145,7,10462
This Is Elvis,1981,5000000,101,6,188
This Is Not a Love Story,2002,1000000,81,3,9
This Island Earth,1955,800000,87,5,1231
This Love of Ours,1945,2000000,90,5,20
This Property Is Condemned,1966,4000000,110,6,460
This Space Between Us,2000,1290000,98,4,30
Thomas and the Magic Railroad,2000,19000000,85,4,335
Thoroughly Modern Millie,1967,6000000,138,6,769
Three Bewildered People in the Night,1987,5000,92,5,21
Three Faces West,1940,100000,79,5,94
Three Fugitives,1989,15000000,90,5,1588
Three Kings,1999,48000000,114,7,30056
Three Little Pigs,1933,15720,8,7,221
Three Smart Girls,1936,326000,84,7,96
Three to Tango,1999,20000000,98,6,5450
Thunder Afloat,1939,1000000,95,5,15
Thunderball,1965,9000000,130,6,7765
Thunderbirds,2004,57000000,95,4,1217
Thunderbolt and Lightfoot,1974,4000000,114,6,1836
Tickle Me,1965,1480000,90,4,159
Till the Clouds Roll by,1946,2841000,132,6,236
Time Bandits,1981,5000000,116,6,8939
Time Changer,2002,825000,95,4,278
Time Walker,1982,750000,83,2,158
Timecode,2000,4000000,97,6,2231
Timeline,2003,80000000,116,5,5234
Tin Cup,1996,45000000,135,6,7168
Tin Men,1987,11000000,110,6,1968
Tis the Season,1998,10000,17,9,5
Titanic,1997,200000000,194,6,86056
Titus Andronicus,2000,16000,167,3,10
To Catch a Thief,1955,2500000,106,7,5621
To Die For,1995,20000000,106,6,7331
To Kill a Mockingbird,1962,2000000,129,8,28724
Tom Horn,1980,3000000,98,6,378
Tom Jones,1963,1000000,121,7,1306
Tomcats,2001,11000000,95,4,3511
Tommy,1975,5000000,111,6,2731
Tomorrow Never Dies,1997,110000000,119,6,18506
Too Late Blues,1961,375000,103,6,59
Top Dog,1995,6000000,86,3,320
Top Gun,1986,15000000,110,6,30736
Top Hat,1935,609000,101,7,2101
Topaz,1969,4000000,143,6,1785
Torn Curtain,1966,6000000,128,6,2303
Torque,2004,40000000,81,3,3566
Torrent,1926,250000,88,7,72
Total Recall,1990,65000000,113,7,25130
Touch of Evil,1958,829000,95,8,11250
Tovarich,1937,1400000,98,7,114
Toy Story,1995,30000000,81,7,43795
Trader Horn,1931,1320000,122,7,68
Traffic,2000,48000000,147,7,39418
Traffic in Souls,1913,5700,74,6,41
Training Day,2001,45000000,120,7,20857
Trainspotting,1996,3500000,94,8,48972
Trancers,1985,400000,76,6,483
Trapeze,1956,4000000,105,6,445
Trapped,1982,2000000,95,4,16
Trapped,2002,30000000,106,6,3439
Trash,1970,25000,110,6,295
Trauma,1962,69000,93,4,6
Travellers and Magicians,2003,1800000,108,6,123
Treasure Planet,2002,140000000,95,6,3488
Trees Lounge,1996,1300000,95,7,3026
Trekkies,1997,375000,86,6,1416
Tri istorii,1997,500000,105,7,75
Tribute,1980,8400000,121,5,100
Trois,2000,200000,93,2,164
Tromeo and Juliet,1996,350000,102,5,969
Tron,1982,17000000,96,6,8684
Trotsky,1993,1500000,98,4,8
Trouble in Paradise,1932,519706,83,8,1226
Troy,2004,185000000,163,7,29457
True,1999,1000,3,7,31
True Lies,1994,100000000,144,7,29591
True Romance,1993,12500000,120,7,24254
Tuck Everlasting,2002,15000000,88,6,1888
Tui shou,1992,400000,105,7,293
Tumbleweeds,1999,312000,102,6,1086
Tumbling Tumbleweeds,1935,12500,61,8,9
Tunnel Vision,1976,250000,70,4,161
Turkey Shoot,1981,3200000,93,4,147
Turn It Up,2000,9000000,86,4,120
Turning Paige,2001,1000000,109,6,93
Tusk,1980,1500000,119,4,23
Twelve Monkeys,1995,29000000,129,7,59184
Twice Today,2001,40000,80,8,5
Twin Falls Idaho,1999,500000,111,7,1467
Twin Town,1997,3300000,99,6,1108
Twins,1988,15000000,105,5,12541
Twister,1996,92000000,113,5,27172
Two Can Play That Game,2001,6000000,90,5,799
Two for the Road,1967,4000000,111,7,1175
Two Girls and a Guy,1997,1000000,84,5,1936
Two Story House,2003,3000,14,7,7
Two Weeks Notice,2002,60000000,101,5,13891
U Turn,1997,19000000,125,6,9688
UHF,1989,5000000,97,6,6157
Ultimo tango a Parigi,1972,1250000,136,6,3699
Uma Aventura do Zico,1998,5300000,93,2,24
Unbreakable,2000,75000000,106,7,33742
Uncivilized,1994,1000000,91,4,18
Unconquered,1947,4000000,146,6,235
Under Siege,1992,12000000,103,6,8912
Under Suspicion,2000,25000000,110,6,3452
Under the Rainbow,1981,20000000,97,4,512
Under the Skin,1997,1000000,82,6,349
Under the Tuscan Sun,2003,18000000,113,6,3718
Under Two Flags,1936,1500000,112,6,69
Undercover Brother,2002,25000000,86,6,4832
Underneath,1995,6500000,99,6,656
Une chance sur deux,1998,32000000,110,5,455
Unfaithful,2002,50000000,124,6,8204
Unforgettable,1996,18000000,117,5,886
Union Pacific,1939,1000000,135,7,213
Universal Soldier,1992,23000000,99,5,5367
Unmade Beds,1997,1000000,95,6,142
Unstoppable,2004,15000000,96,4,446
Up in Arms,1944,2000000,106,6,126
Uptown Saturday Night,1974,3000000,104,5,261
Urban Legend,1998,14000000,99,5,7843
Urban Relics,1998,500000,96,8,5
Urbania,2000,225000,103,6,1045
Utomlyonnye solntsem,1994,2800000,152,7,2076
V leru,1999,250000,90,6,110
Vacant Lot,2000,75000,108,7,11
Vakvagany,2002,20000,86,5,27
Valentine,2001,10000000,96,4,4477
Valley Girl,1983,350000,99,5,1947
Valley of the Dolls,1967,5000000,123,5,918
Vampire in Brooklyn,1995,14000000,100,4,2539
Vampires,1998,20000000,108,5,7566
Van Helsing,2004,160000000,132,5,17632
Van Wilder,2002,6000000,92,5,6945
Vanilla Sky,2001,68000000,136,6,28846
Varsity Blues,1999,16000000,106,5,7611
Vatel,2000,36000000,103,6,1229
Vendetta,1950,4000000,83,5,8
Venus in Furs,1967,8500,65,1,5
Veronica Guerin,2003,17000000,98,6,2366
Vertical Limit,2000,75000000,124,5,9714
Vertigo,1958,2479000,128,8,32264
Very Bad Things,1998,10000000,100,5,9520
Victory Through Air Power,1943,788000,65,7,61
Videodrome,1983,5952000,87,6,4492
Village of the Damned,1960,200000,77,7,1336
Village of the Damned,1995,7000000,99,5,2438
Virtuosity,1995,30000000,106,5,3962
Visceral Matter,1997,60000,48,6,22
Vivacious Lady,1938,703000,90,6,198
Voditel dlya Very,2004,3300000,105,7,145
Volcano,1997,90000000,104,5,8142
Voodoo Woman,1957,65000,75,2,46
Vor,1997,2000000,96,7,806
Vortex,1983,80000,90,4,10
W pustyni i w puszczy,2001,4200000,111,6,32
Wag the Dog,1997,15000000,97,7,15657
Wait Until Dark,1967,4000000,107,7,3267
Waiting for Guffman,1996,4000000,84,7,6989
Waiting to Exhale,1995,15000000,127,5,1547
Wake of the Red Witch,1948,1200343,106,6,254
Waking Ned,1998,3000000,91,7,6932
Walker,1987,5800000,95,4,280
Walking Across Egypt,1999,4500000,100,6,234
Walking and Talking,1996,1000000,86,6,859
Walking Tall,1973,500000,125,6,565
Wall Street,1987,15000000,125,7,10623
War and Peace,1956,6000000,208,6,730
War Is Hell,1963,47000,81,5,6
WarGames,1983,12000000,114,6,11054
Warlock,1989,7000000,103,5,1740
Waterloo Bridge,1931,251289,81,7,127
Waterworld,1995,175000000,136,5,18379
Way Down East,1920,700000,145,7,270
Way Out West,1930,20000,71,5,19
We Were Soldiers,2002,75000000,138,7,13713
We Were Strangers,1949,900000,106,6,51
Week End,1967,250000,105,7,983
Weekend of Shadows,1978,500000,95,6,11
Welcome Danger,1929,979828,115,6,48
Welcome to Collinwood,2002,12000000,86,6,2585
Welcome to Mooseport,2004,26000000,110,5,2088
Welcome to Sarajevo,1997,9000000,103,6,1389
Welcome to the Dollhouse,1995,800000,88,7,5534
Wells Fargo,1937,1500000,97,7,40
Werewolf,1996,350000,99,2,979
West Beyrouth,1998,800000,105,7,416
West Side Story,1961,6000000,151,7,12256
Westward Ho,1935,35000,61,4,29
What a Girl Wants,2003,20000000,105,5,3151
What Dreams May Come,1998,85000000,113,6,11016
What Lies Beneath,2000,90000000,130,6,19544
What Price Glory,1926,360000,116,7,33
What Women Want,2000,65000000,127,6,18962
Whatever It Takes,2000,15000000,94,5,1692
When a Stranger Calls,1979,740000,97,6,570
When Strangers Marry,1944,50000,67,6,73
When Worlds Collide,1951,936000,83,6,769
Where the Heart Is,2000,15000000,120,6,4783
Where the Money Is,2000,18000000,89,6,1379
While You Were Sleeping,1995,17000000,103,6,12523
Whipped,2000,3000000,82,4,1482
White Mischief,1987,5300000,107,6,533
White Oleander,2002,16000000,109,6,4190
White Squall,1996,38000000,129,6,3251
White Star,1983,100000,92,4,23
White Zombie,1932,50000,69,6,574
Who Framed Roger Rabbit,1988,70000000,103,7,20313
Wholey Moses,2003,67000,22,4,43
Wicked Spring,2002,500000,102,5,145
Wide Awake,1998,7000000,88,5,604
Wild at Heart,1990,9500000,124,7,8997
Wild Gals of the Naked West,1962,26000,65,2,67
Wild Guitar,1962,30000,92,4,51
Wild Horse,1931,60000,77,5,10
Wild in the Streets,1968,1000000,94,5,312
Wild Orchids,1929,322000,100,6,52
Wild Things,1998,20000000,108,6,16824
Wild Wild West,1999,170000000,107,4,17936
Wilde,1997,10000000,118,6,2396
Willow,1988,35000000,130,6,9830
Wilson,1944,4000000,154,6,141
Wimbledon,2004,31000000,98,6,2911
Wind River,1998,5500000,97,5,93
Windtalkers,2002,115000000,134,5,8461
Wing Commander,1999,30000000,100,3,4642
Wings,1927,800000,139,7,750
Winter Kills,1979,6500000,97,6,271
Wise Guys,1986,13000000,100,5,740
Wisegirls,2002,11000000,96,5,750
Wishmaster,1997,5000000,90,4,2449
Witchboard,1986,2000000,98,4,518
Within the Woods,1978,1600,32,6,313
Without Limits,1998,25000000,117,6,1192
Witness,1985,12000000,112,7,13929
Witness for the Prosecution,1957,3000000,116,8,4918
Wo hu cang long,2000,15000000,120,8,49871
Wolf,1994,70000000,125,5,6790
Woman on Top,2000,8000000,92,5,1989
Women in Love,1969,1600000,131,7,771
Women Talking Dirty,1999,5000000,97,5,82
Wonder,2001,40000,31,7,16
Wonder Boys,2000,35000000,111,7,14949
Woo,1998,13000000,84,3,391
Woodstock,1970,600000,184,7,2423
Words and Music,1948,2799970,120,5,139
World Traveler,2001,2000000,103,5,321
X,1963,250000,79,6,628
Xanadu,1980,20000000,93,4,2110
xXx,2002,85000000,124,5,17061
Yentl,1983,12000000,132,5,1941
Yerma,1999,1670000,118,5,35
Yesil isik,2002,1500000,102,3,35
Yo puta,2004,6000000,90,5,84
Yolanda and the Thief,1945,2443322,108,5,104
You Better Watch Out,1980,750000,100,3,205
You Can Count on Me,2000,1200000,111,7,7257
You Got Served,2004,8000000,95,1,6090
You Only Live Once,1937,575000,86,7,305
You Only Live Twice,1967,9500000,117,6,7795
Young Frankenstein,1974,2800000,106,8,21258
Young Guns,1988,13000000,102,6,7640
Young Sherlock Holmes,1985,18000000,109,6,2861
Your Face,1987,2000,3,7,100
Yume,1990,12000000,119,7,2515
Zabriskie Point,1970,7000000,110,6,1292
Zardoz,1974,1000000,105,5,2720
Zero Effect,1998,5000000,116,7,4667
Ziegfeld Follies,1946,3240816,110,6,309
Zimmer Feri,1998,500000,97,6,56
Zohar,1993,800000,113,5,25
Zombies of the Stratosphere,1952,176357,167,4,47
Zoo Radio,1990,100000,90,3,11
Zoolander,2001,28000000,89,6,16681
Zvezda,2002,1300000,97,7,147
